,Location,No. of Bedrooms,City,price_lack
8026,Tangra,3.0,Kolkata,9727000
8027,Sonarpur,3.0,Kolkata,3372999
8028,Sonarpur,3.0,Kolkata,3990999
8029,Madhyamgram,3.0,Kolkata,4629000
8030,Dum Dum,4.0,Kolkata,13000000
8031,New Town,2.0,Kolkata,3611000
8032,New Town,2.0,Kolkata,3300000
8033,Tollygunge,2.0,Kolkata,3765999
8034,Ultadanga,2.0,Kolkata,3850000
8035,New Alipore,3.0,Kolkata,9639000
8036,Mukundapur,4.0,Kolkata,45000000
8037,Barasat,3.0,Kolkata,2235000
8038,Keshtopur,2.0,Kolkata,3665999
8039,Rajarhat,2.0,Kolkata,3774000
8040,Narendrapur,2.0,Kolkata,2524000
8041,New Town,3.0,Kolkata,8300000
8042,Joka,3.0,Kolkata,3761000
8043,Tangra,3.0,Kolkata,9727000
8044,Sonarpur,3.0,Kolkata,3372999
8045,Sonarpur,3.0,Kolkata,3990999
8046,Madhyamgram,3.0,Kolkata,4629000
8047,Dum Dum,4.0,Kolkata,13000000
8048,New Town,2.0,Kolkata,3611000
8049,New Town,2.0,Kolkata,3300000
8050,Tollygunge,2.0,Kolkata,3765999
8051,Ultadanga,2.0,Kolkata,3850000
8052,New Alipore,3.0,Kolkata,9639000
8053,Mukundapur,4.0,Kolkata,45000000
8054,New Town,3.0,Kolkata,7500000
8055,New Town,2.0,Kolkata,2400000
8056,Dum Dum,2.0,Kolkata,3488000
8057,Behala,3.0,Kolkata,4314000
8058,Sodepur,3.0,Kolkata,2959000
8059,Konnagar,3.0,Kolkata,3132000
8060,Uttarpara Kotrung,2.0,Kolkata,2852000
8061,Baguiati,2.0,Kolkata,2600000
8062,Hooghly Chinsurah,2.0,Kolkata,2362000
8063,New Town,2.0,Kolkata,8500000
8064,Hussainpur,3.0,Kolkata,7000000
8065,Dum Dum Park,1.0,Kolkata,9200000
8066,Barasat,3.0,Kolkata,3200000
8067,New Town,3.0,Kolkata,8000000
8068,Rajarhat,3.0,Kolkata,7500000
8069,Dum Dum,2.0,Kolkata,2574000
8070,Bhadreswar,2.0,Kolkata,2187000
8071,Dum Dum,3.0,Kolkata,11000000
8072,Dum Dum,2.0,Kolkata,7936000
8073,New Town,3.0,Kolkata,7300000
8074,Garia,2.0,Kolkata,2350000
8075,New Town,2.0,Kolkata,4600000
8076,south dum dum,3.0,Kolkata,5124000
8077,Rajarhat,2.0,Kolkata,2099000
8078,Santoshpur,1.0,Kolkata,2100000
8079,Behala,3.0,Kolkata,4025000
8080,Rajarhat,3.0,Kolkata,7187000
8081,Gariahat,3.0,Kolkata,11000000
8082,Uttarpara Kotrung,3.0,Kolkata,3399000
8083,Lake Gardens,2.0,Kolkata,8200000
8084,Rajarhat,3.0,Kolkata,7500000
8085,Rajarhat,2.0,Kolkata,2250000
8086,New Town,2.0,Kolkata,4100000
8087,New Town,4.0,Kolkata,24000000
8088,Kharghar,1.0,Mumbai,4850000
8089,Kharghar,1.0,Mumbai,4500000
8090,Kharghar,1.0,Mumbai,6700000
8091,Kharghar,1.0,Mumbai,4500000
8092,Kharghar,1.0,Mumbai,5000000
8093,Kharghar,4.0,Mumbai,17000000
8094,Kharghar,3.0,Mumbai,12500000
8095,Sector-13 Kharghar,3.0,Mumbai,10500000
8096,Kharghar,3.0,Mumbai,10500000
8097,Kharghar,3.0,Mumbai,15000000
8098,Kharghar,2.0,Mumbai,8700000
8099,Kharghar,2.0,Mumbai,9000000
8100,Kharghar,2.0,Mumbai,11000000
8101,Kharghar,2.0,Mumbai,10500000
8102,Kharghar,2.0,Mumbai,9700000
8103,Kharghar,2.0,Mumbai,10500000
8104,Sector 18 Kharghar,2.0,Mumbai,8000000
8105,Kharghar,2.0,Mumbai,8500000
8106,Kharghar,2.0,Mumbai,9300000
8107,Kharghar,2.0,Mumbai,9900000
8108,Kharghar,2.0,Mumbai,8000000
8109,Kharghar,2.0,Mumbai,9000000
8110,Kharghar,1.0,Mumbai,4200000
8111,Kharghar,4.0,Mumbai,28000000
8112,Kharghar,4.0,Mumbai,40000000
8113,Kharghar,4.0,Mumbai,16000000
8114,Kharghar,4.0,Mumbai,17000000
8115,Kharghar,2.0,Mumbai,9500000
8116,Kharghar,2.0,Mumbai,9500000
8117,Kharghar,2.0,Mumbai,7500000
8118,Kharghar,2.0,Mumbai,8500000
8119,Kharghar,2.0,Mumbai,13000000
8120,Kharghar,2.0,Mumbai,13700000
8121,Kharghar,2.0,Mumbai,8000000
8122,Kharghar,2.0,Mumbai,10500000
8123,Kharghar,2.0,Mumbai,7700000
8124,Kharghar,2.0,Mumbai,7500000
8125,Kharghar,2.0,Mumbai,9000000
8126,Kharghar,2.0,Mumbai,9300000
8127,Kharghar,1.0,Mumbai,6000000
8128,Kharghar,1.0,Mumbai,6200000
8129,Kharghar,1.0,Mumbai,5000000
8130,Kharghar,1.0,Mumbai,6500000
8131,Kharghar,1.0,Mumbai,5200000
8132,Kharghar,1.0,Mumbai,4200000
8133,Kharghar,1.0,Mumbai,5500000
8134,Kharghar,1.0,Mumbai,5500000
8135,Kharghar,1.0,Mumbai,6000000
8136,Kharghar,1.0,Mumbai,5500000
8137,Kharghar,1.0,Mumbai,4200000
8138,Kharghar,3.0,Mumbai,16500000
8139,Kharghar,3.0,Mumbai,11399999
8140,Kharghar,3.0,Mumbai,13500000
8141,Kharghar,3.0,Mumbai,22500000
8142,Kharghar,4.0,Mumbai,40000000
8143,Kharghar,1.0,Mumbai,5700000
8144,Kharghar,1.0,Mumbai,4800000
8145,Kharghar,1.0,Mumbai,4500000
8146,Kharghar,1.0,Mumbai,4300000
8147,Kharghar,1.0,Mumbai,4500000
8148,Kharghar,1.0,Mumbai,5300000
8149,Kharghar,1.0,Mumbai,4803000
8150,Kharghar,3.0,Mumbai,13000000
8151,Kharghar,3.0,Mumbai,15500000
8152,Kharghar,3.0,Mumbai,13000000
8153,Kharghar,2.0,Mumbai,8500000
8154,Kharghar,2.0,Mumbai,9400000
8155,Kharghar,2.0,Mumbai,8000000
8156,Kharghar,1.0,Mumbai,4500000
8157,Kharghar,1.0,Mumbai,5300000
8158,Kharghar,1.0,Mumbai,6000000
8159,Kharghar,1.0,Mumbai,5600000
8160,Kharghar,1.0,Mumbai,4803000
8161,Kharghar,3.0,Mumbai,17500000
8162,Kharghar,3.0,Mumbai,12000000
8163,Kharghar,3.0,Mumbai,15000000
8164,Kharghar,3.0,Mumbai,13000000
8165,Kharghar,3.0,Mumbai,16600000
8166,Kharghar,3.0,Mumbai,13000000
8167,Kharghar,2.0,Mumbai,9400000
8168,Kharghar,3.0,Mumbai,16600000
8169,Kharghar,3.0,Mumbai,13000000
8170,Kharghar,2.0,Mumbai,9400000
8171,Kharghar,2.0,Mumbai,8000000
8172,Kharghar,1.0,Mumbai,5700000
8173,Kharghar,1.0,Mumbai,5500000
8174,Kharghar,1.0,Mumbai,6000000
8175,Kharghar,1.0,Mumbai,5600000
8176,Kharghar,1.0,Mumbai,4900000
8177,Kharghar,3.0,Mumbai,13500000
8178,Kharghar,3.0,Mumbai,22000000
8179,Kharghar,3.0,Mumbai,17500000
8180,Kharghar,3.0,Mumbai,17800000
8181,Kharghar,3.0,Mumbai,14000000
8182,Kharghar,2.0,Mumbai,7200000
8183,Kharghar,2.0,Mumbai,7000000
8184,Kharghar,3.0,Mumbai,15000000
8185,Kharghar,2.0,Mumbai,10000000
8186,Kharghar,3.0,Mumbai,17500000
8187,Kharghar,3.0,Mumbai,11000000
8188,Kharghar,3.0,Mumbai,13000000
8189,Kharghar,2.0,Mumbai,12500000
8190,Kharghar,2.0,Mumbai,13000000
8191,Kharghar,3.0,Mumbai,15000000
8192,Kharghar,2.0,Mumbai,7500000
8193,Kharghar,2.0,Mumbai,9500000
8194,Kharghar,2.0,Mumbai,9000000
8195,Kharghar,1.0,Mumbai,6200000
8196,Kharghar,1.0,Mumbai,5500000
8197,Sector 20 Kharghar,1.0,Mumbai,5000000
8198,Kharghar,1.0,Mumbai,5000000
8199,Kharghar,1.0,Mumbai,5500000
8200,Kharghar,1.0,Mumbai,4200000
8201,Kharghar,1.0,Mumbai,5200000
8202,Kharghar,1.0,Mumbai,4200000
8203,Kharghar,1.0,Mumbai,6500000
8204,Kharghar,1.0,Mumbai,6000000
8205,Kharghar,1.0,Mumbai,5000000
8206,Kharghar,1.0,Mumbai,5500000
8207,Kharghar,1.0,Mumbai,4200000
8208,Kharghar,1.0,Mumbai,5500000
8209,Kharghar,1.0,Mumbai,4300000
8210,Kharghar,3.0,Mumbai,15500000
8211,Kharghar,3.0,Mumbai,16500000
8212,Kharghar,3.0,Mumbai,11399999
8213,Kharghar,3.0,Mumbai,12000000
8214,Kharghar,3.0,Mumbai,13500000
8215,Kharghar,3.0,Mumbai,16000000
8216,Kharghar,3.0,Mumbai,22000000
8217,Kharghar,3.0,Mumbai,11000000
8218,Kharghar,3.0,Mumbai,16600000
8219,Kharghar,3.0,Mumbai,14000000
8220,Kharghar,2.0,Mumbai,8500000
8221,Kharghar,2.0,Mumbai,7500000
8222,Kharghar,1.0,Mumbai,6000000
8223,Kharghar,1.0,Mumbai,4900000
8224,Kharghar,1.0,Mumbai,4200000
8225,Kharghar,1.0,Mumbai,6500000
8226,Kharghar,1.0,Mumbai,4500000
8227,Kharghar,1.0,Mumbai,6000000
8228,Kharghar,1.0,Mumbai,5500000
8229,Kharghar,1.0,Mumbai,4300000
8230,Kharghar,1.0,Mumbai,5500000
8231,Kharghar,3.0,Mumbai,13500000
8232,Kharghar,3.0,Mumbai,16000000
8233,Kharghar,3.0,Mumbai,15000000
8234,Kharghar,3.0,Mumbai,11000000
8235,Kharghar,3.0,Mumbai,14000000
8236,Kharghar,2.0,Mumbai,6900000
8237,Kharghar,2.0,Mumbai,8300000
8238,Kharghar,2.0,Mumbai,9000000
8239,Kharghar,1.0,Mumbai,5100000
8240,Kharghar,1.0,Mumbai,5200000
8241,Kharghar,1.0,Mumbai,4200000
8242,Kharghar,1.0,Mumbai,5500000
8243,Kharghar,1.0,Mumbai,5500000
8244,Kharghar,1.0,Mumbai,6500000
8245,Kharghar,1.0,Mumbai,5400000
8246,Kharghar,1.0,Mumbai,5300000
8247,Kharghar,1.0,Mumbai,5500000
8248,Kharghar,1.0,Mumbai,5000000
8249,Kharghar,3.0,Mumbai,11000000
8250,Kharghar,3.0,Mumbai,14000000
8251,Kharghar,3.0,Mumbai,17100000
8252,Kharghar,3.0,Mumbai,16000000
8253,Kharghar,3.0,Mumbai,11800000
8254,Kharghar,1.0,Mumbai,6000000
8255,Kharghar,1.0,Mumbai,4850000
8256,Kharghar,1.0,Mumbai,4300000
8257,Kharghar,1.0,Mumbai,4500000
8258,Kharghar,1.0,Mumbai,4100000
8259,Kharghar,1.0,Mumbai,5000000
8260,Kharghar,1.0,Mumbai,5500000
8261,Kharghar,1.0,Mumbai,4500000
8262,Kharghar,1.0,Mumbai,5000000
8263,Kharghar,1.0,Mumbai,5300000
8264,Kharghar,3.0,Mumbai,19000000
8265,Kharghar,3.0,Mumbai,15500000
8266,Kharghar,3.0,Mumbai,13500000
8267,Kharghar,3.0,Mumbai,13600000
8268,Kharghar,3.0,Mumbai,15500000
8269,Kharghar,3.0,Mumbai,16500000
8270,Kharghar,2.0,Mumbai,8600000
8271,Kharghar,2.0,Mumbai,10000000
8272,Kharghar,2.0,Mumbai,10500000
8273,Kharghar,1.0,Mumbai,4700000
8274,Kharghar,1.0,Mumbai,6200000
8275,Kharghar,1.0,Mumbai,4500000
8276,Kharghar,1.0,Mumbai,6900000
8277,Kharghar,1.0,Mumbai,4500000
8278,Kharghar,3.0,Mumbai,10000000
8279,Kharghar,3.0,Mumbai,13000000
8280,Kharghar,3.0,Mumbai,11000000
8281,Sector 18 Kharghar,3.0,Mumbai,13000000
8282,Kharghar,3.0,Mumbai,16000000
8283,Kharghar,2.0,Mumbai,10500000
8284,Sector 15 Kharghar,2.0,Mumbai,13000000
8285,Kharghar,2.0,Mumbai,9500000
8286,Kharghar,1.0,Mumbai,4500000
8287,Kharghar,3.0,Mumbai,11000000
8288,Kharghar,3.0,Mumbai,11000000
8289,Kharghar,3.0,Mumbai,13000000
8290,Kharghar,3.0,Mumbai,13600000
8291,Kharghar,3.0,Mumbai,16200000
8292,Kharghar,3.0,Mumbai,15000000
8293,Kharghar,3.0,Mumbai,13200000
8294,Sector 18 Kharghar,2.0,Mumbai,7500000
8295,Kharghar,2.0,Mumbai,9500000
8296,Kharghar,3.0,Mumbai,15000000
8297,Kharghar,2.0,Mumbai,7500000
8298,Sector 20 Kharghar,3.0,Mumbai,13000000
8299,Kharghar,3.0,Mumbai,16200000
8300,Kharghar,2.0,Mumbai,11000000
8301,Kharghar,2.0,Mumbai,11600000
8302,Kharghar,1.0,Mumbai,5600000
8303,Kharghar,2.0,Mumbai,8000000
8304,Kharghar,2.0,Mumbai,9500000
8305,Dombivali,1.0,Mumbai,2018000
8306,Churchgate,2.0,Mumbai,65000000
8307,Prabhadevi,3.0,Mumbai,45000000
8308,Jogeshwari West,2.0,Mumbai,16500000
8309,Kalyan East,1.0,Mumbai,2375000
8310,Malad East,2.0,Mumbai,19500000
8311,Virar East,1.0,Mumbai,2000000
8312,Virar East,1.0,Mumbai,2500000
8313,Virar East,1.0,Mumbai,2250000
8314,Virar,1.0,Mumbai,2700000
8315,Malad West,2.0,Mumbai,22000000
8316,Borivali East,2.0,Mumbai,17000000
8317,Malad East,3.0,Mumbai,43500000
8318,Mira Road East,1.0,Mumbai,4760000
8319,Goregaon West,2.0,Mumbai,18100000
8320,Goregaon West,3.0,Mumbai,23800000
8321,Goregaon West,3.0,Mumbai,21200000
8322,Borivali East,1.0,Mumbai,8600000
8323,Goregaon West,3.0,Mumbai,36500000
8324,Malad West,3.0,Mumbai,23700000
8325,Malad West,2.0,Mumbai,21400000
8326,Kandivali West,2.0,Mumbai,12500000
8327,Kandivali West,3.0,Mumbai,18000000
8328,Kandivali West,2.0,Mumbai,13200000
8329,Kandivali West,3.0,Mumbai,35300000
8330,Borivali East,2.0,Mumbai,15300000
8331,Kandivali West,3.0,Mumbai,25000000
8332,Kandivali West,2.0,Mumbai,13899999
8333,Borivali West,3.0,Mumbai,33500000
8334,Goregaon West,2.0,Mumbai,14500000
8335,Kandivali West,1.0,Mumbai,9000000
8336,Goregaon West,2.0,Mumbai,13500000
8337,Goregaon West,1.0,Mumbai,9000000
8338,Malad East,2.0,Mumbai,21600000
8339,Kandivali West,2.0,Mumbai,13700000
8340,Kandivali East,3.0,Mumbai,27799999
8341,Goregaon West,3.0,Mumbai,27900000
8342,Goregaon West,4.0,Mumbai,81600000
8343,Borivali West,3.0,Mumbai,38600000
8344,Andheri East,3.0,Mumbai,17000000
8345,Goregaon West,4.0,Mumbai,60100000
8346,Goregaon East,2.0,Mumbai,27900000
8347,Goregaon East,3.0,Mumbai,31500000
8348,Malad East,4.0,Mumbai,37500000
8349,Malad East,3.0,Mumbai,31000000
8350,Malad East,2.0,Mumbai,21100000
8351,Malad East,2.0,Mumbai,16500000
8352,Borivali East,2.0,Mumbai,16000000
8353,Borivali East,3.0,Mumbai,26000000
8354,Malad West,2.0,Mumbai,15200000
8355,Kharghar,1.0,Mumbai,2300000
8356,Wadala,3.0,Mumbai,33000000
8357,Wadala,3.0,Mumbai,29000000
8358,Ulwe,2.0,Mumbai,11200000
8359,Ulwe,2.0,Mumbai,9000000
8360,Ulwe,2.0,Mumbai,8500000
8361,Kharghar,2.0,Mumbai,9000000
8362,Malad West,1.0,Mumbai,11500000
8363,Dahisar,2.0,Mumbai,12100000
8364,kandivali,2.0,Mumbai,11000000
8365,Goregaon,3.0,Mumbai,27000000
8366,Goregaon,3.0,Mumbai,21600000
8367,Goregaon,3.0,Mumbai,30200000
8368,Goregaon,4.0,Mumbai,41200000
8369,Goregaon,3.0,Mumbai,30500000
8370,Goregaon East,4.0,Mumbai,36700000
8371,Malad East,3.0,Mumbai,23800000
8372,Malad East,3.0,Mumbai,20500000
8373,Bhandup West,1.0,Mumbai,5500000
8374,thakur village kandivali east,1.0,Mumbai,9000000
8375,Santacruz West,2.0,Mumbai,32500000
8376,Kanjurmarg,1.0,Mumbai,8500000
8377,Kanjurmarg,1.0,Mumbai,8500000
8378,Borivali East,1.0,Mumbai,9000000
8379,Kandivali East,1.0,Mumbai,2500000
8380,I C Colony,1.0,Mumbai,5500000
8381,Dahisar W,1.0,Mumbai,8000000
8382,Malad East,3.0,Mumbai,27500000
8383,Marol,1.0,Mumbai,11500000
8384,Parel,2.0,Mumbai,35900000
8385,Lower Parel,2.0,Mumbai,42000000
8386,Parel,2.0,Mumbai,33100000
8387,Worli,3.0,Mumbai,106000000
8388,Lower Parel,3.0,Mumbai,101400000
8389,Jogeshwari East,3.0,Mumbai,32500000
8390,Jogeshwari East,2.0,Mumbai,18500000
8391,Malad West,1.0,Mumbai,11000000
8392,Chembur Shell Colony,1.0,Mumbai,9200000
8393,Central Avenue,4.0,Mumbai,50100000
8394,Chembur East,3.0,Mumbai,33000000
8395,Diamond Market Road,3.0,Mumbai,34100000
8396,Mulund,3.0,Mumbai,21800000
8397,Mulund,3.0,Mumbai,21800000
8398,Mulund,3.0,Mumbai,21200000
8399,Nalasopara West,1.0,Mumbai,3000000
8400,raheja vihar,1.0,Mumbai,11000000
8401,raheja vihar,2.0,Mumbai,17900000
8402,Powai Lake,2.0,Mumbai,19500000
8403,Goregaon East,2.0,Mumbai,16000000
8404,Taloja,3.0,Mumbai,6400000
8405,Thane West,5.0,Mumbai,90000000
8406,Vangani,1.0,Mumbai,2100000
8407,Sector 20 Kharghar,1.0,Mumbai,3600000
8408,Sector 5 Ulwe,2.0,Mumbai,9200000
8409,Sector 17 Ulwe,2.0,Mumbai,9200000
8410,Sector 17 Ulwe,1.0,Mumbai,5300000
8411,Sector 19 Kharghar,2.0,Mumbai,9500000
8412,Sector 5 Ulwe,2.0,Mumbai,9000000
8413,Sector 21 Kamothe,2.0,Mumbai,11000000
8414,Sector 19 Kharghar,2.0,Mumbai,7200000
8415,Sector 5 Ulwe,2.0,Mumbai,7000000
8416,Sector 17 Ulwe,2.0,Mumbai,11000000
8417,Sector 17 Ulwe,1.0,Mumbai,4500000
8418,Sector 17 Ulwe,3.0,Mumbai,16800000
8419,Sector 17 Ulwe,3.0,Mumbai,16299999
8420,Sector 17 Ulwe,3.0,Mumbai,15500000
8421,Taloja,2.0,Mumbai,4900000
8422,Rutu Enclave,1.0,Mumbai,3400000
8423,taloja panchanand,2.0,Mumbai,4800000
8424,Virar West,2.0,Mumbai,6200000
8425,Chembur,3.0,Mumbai,33700000
8426,Central Avenue,4.0,Mumbai,50100000
8427,Chembur,1.0,Mumbai,10700000
8428,Chembur,2.0,Mumbai,15000000
8429,Chembur,2.0,Mumbai,18500000
8430,Chembur,2.0,Mumbai,17600000
8431,Sector 5 Ulwe,2.0,Mumbai,7000000
8432,Sector 17 Ulwe,2.0,Mumbai,11000000
8433,Sector 17 Ulwe,1.0,Mumbai,4500000
8434,Sector 17 Ulwe,3.0,Mumbai,16800000
8435,Sector 17 Ulwe,3.0,Mumbai,16299999
8436,Sector 17 Ulwe,3.0,Mumbai,15500000
8437,Sector 20 Kamothe,1.0,Mumbai,5000000
8438,Sector 21 Kamothe,1.0,Mumbai,4000000
8439,Sector-5 Kamothe,1.0,Mumbai,3800000
8440,Sector 11 Kamothe,1.0,Mumbai,4400000
8441,Sector 21 Kamothe,2.0,Mumbai,9000000
8442,Sector-12 Kamothe,1.0,Mumbai,2600000
8443,azad nagar,2.0,Mumbai,21000000
8444,Taloja,2.0,Mumbai,4900000
8445,Rutu Enclave,1.0,Mumbai,3400000
8446,taloja panchanand,2.0,Mumbai,4800000
8447,Virar West,2.0,Mumbai,6200000
8448,Jogeshwari East,2.0,Mumbai,18500000
8449,Chembur,2.0,Mumbai,19600000
8450,Sindhi Society Chembur,2.0,Mumbai,18600000
8451,Chembur,2.0,Mumbai,21500000
8452,Kurla,2.0,Mumbai,11000000
8453,Sahkar Nagar,2.0,Mumbai,13799999
8454,Deonar,1.0,Mumbai,14000000
8455,Kharghar,3.0,Mumbai,22000000
8456,Kharghar,2.0,Mumbai,14500000
8457,Kandivali East,3.0,Mumbai,25000000
8458,Kharghar,2.0,Mumbai,11500000
8459,Taloja,1.0,Mumbai,4000000
8460,Taloja,1.0,Mumbai,2500000
8461,Taloja,1.0,Mumbai,2300000
8462,Lower Parel,2.0,Mumbai,45000000
8463,Thane,1.0,Mumbai,5700000
8464,Jankalyan Nagar,1.0,Mumbai,9600000
8465,Badlapur,1.0,Mumbai,2010000
8466,Badlapur,1.0,Mumbai,2005000
8467,Ambarnath,1.0,Mumbai,2548000
8468,Ambarnath,1.0,Mumbai,2492000
8469,Ambarnath,1.0,Mumbai,2418000
8470,Ambernath West,1.0,Mumbai,2400000
8471,Vakola,2.0,Mumbai,21700000
8472,Jankalyan Nagar,2.0,Mumbai,16700000
8473,Jankalyan Nagar,1.0,Mumbai,2900000
8474,Jankalyan Nagar,2.0,Mumbai,11500000
8475,Vakola,2.0,Mumbai,21700000
8476,Kamothe,1.0,Mumbai,4000000
8477,Kamothe,2.0,Mumbai,6400000
8478,Kamothe,2.0,Mumbai,6900000
8479,Sector 17 Ulwe,2.0,Mumbai,7500000
8480,Kamothe,1.0,Mumbai,5425000
8481,Kamothe,1.0,Mumbai,5700000
8482,Kamothe,2.0,Mumbai,7100000
8483,Kamothe,2.0,Mumbai,7800000
8484,Kamothe,2.0,Mumbai,5900000
8485,Kamothe Sector 16,1.0,Mumbai,6200000
8486,Sector 17 Ulwe,1.0,Mumbai,5500000
8487,Kamothe,1.0,Mumbai,5000000
8488,Kamothe,1.0,Mumbai,4050000
8489,Kamothe,2.0,Mumbai,5050000
8490,Sector 17 Ulwe,2.0,Mumbai,7400000
8491,Kamothe,2.0,Mumbai,6800000
8492,Kamothe,1.0,Mumbai,3000000
8493,Kamothe,1.0,Mumbai,5200000
8494,Kamothe,2.0,Mumbai,6700000
8495,Kamothe,2.0,Mumbai,6900000
8496,Kamothe,2.0,Mumbai,7950000
8497,Kamothe,1.0,Mumbai,5460000
8498,Kamothe,2.0,Mumbai,4950000
8499,Kamothe,2.0,Mumbai,7000000
8500,Kamothe,2.0,Mumbai,8575000
8501,Kamothe,1.0,Mumbai,4800000
8502,Sector 17 Ulwe,1.0,Mumbai,2700000
8503,Kamothe,2.0,Mumbai,7900000
8504,Almeida Park,2.0,Mumbai,36000000
8505,Khar,2.0,Mumbai,35000000
8506,Bandra West,2.0,Mumbai,30000000
8507,Pali Hill,2.0,Mumbai,35000000
8508,15th Road,2.0,Mumbai,35000000
8509,Palghar,1.0,Mumbai,2100000
8510,Chembur,2.0,Mumbai,14500000
8511,Kharghar,3.0,Mumbai,14900000
8512,Sector 20 Kharghar,1.0,Mumbai,2700000
8513,Kharghar,1.0,Mumbai,3850000
8514,Kharghar,1.0,Mumbai,2850000
8515,Kharghar,2.0,Mumbai,12100000
8516,Kharghar,2.0,Mumbai,6800000
8517,Kharghar,2.0,Mumbai,6000000
8518,Kharghar,2.0,Mumbai,6850000
8519,Kharghar,2.0,Mumbai,5500000
8520,Sector 21 Kharghar,3.0,Mumbai,9200000
8521,Sector 12 Kharghar,1.0,Mumbai,5000000
8522,Kharghar,3.0,Mumbai,17500000
8523,Kharghar,2.0,Mumbai,9400000
8524,Kharghar,3.0,Mumbai,16500000
8525,Kharghar,1.0,Mumbai,3700000
8526,Sector 21 Kharghar,1.0,Mumbai,2700000
8527,Kharghar,2.0,Mumbai,8000000
8528,Kharghar,3.0,Mumbai,22000000
8529,Kharghar,2.0,Mumbai,10200000
8530,Kharghar,1.0,Mumbai,3100000
8531,Kharghar,1.0,Mumbai,5500000
8532,Santacruz West,2.0,Mumbai,32799999
8533,Santacruz West,2.0,Mumbai,32799999
8534,Vivek Vidyalaya Marg,1.0,Mumbai,11000000
8535,Goregaon West,1.0,Mumbai,12000000
8536,Goregaon West,2.0,Mumbai,17000000
8537,Vasai east,1.0,Mumbai,2900000
8538,Nahur,3.0,Mumbai,36100000
8539,Badlapur West,1.0,Mumbai,3682000
8540,Thane West,2.0,Mumbai,11600000
8541,Thane,1.0,Mumbai,2100000
8542,Panvel,1.0,Mumbai,2700000
8543,Kalyan,1.0,Mumbai,3600000
8544,Badlapur East,1.0,Mumbai,2865000
8545,Ambernath West,1.0,Mumbai,2374000
8546,Mira Bhayandar,1.0,Mumbai,5200000
8547,Malad West,3.0,Mumbai,14000000
8548,Goregaon West,3.0,Mumbai,62500000
8549,Malad West,3.0,Mumbai,26500000
8550,Malad West,2.0,Mumbai,13000000
8551,Malad West,2.0,Mumbai,10600000
8552,Juhu,2.0,Mumbai,11000000
8553,Nahur,3.0,Mumbai,36100000
8554,Badlapur West,1.0,Mumbai,3682000
8555,Kalyan,1.0,Mumbai,3600000
8556,Badlapur East,1.0,Mumbai,2865000
8557,Thane West,2.0,Mumbai,11600000
8558,Thane,1.0,Mumbai,2100000
8559,Panvel,1.0,Mumbai,2700000
8560,Kalyan,1.0,Mumbai,3985000
8561,Naigaon East,1.0,Mumbai,2200000
8562,Naigaon East,1.0,Mumbai,2300000
8563,Ambarnath,1.0,Mumbai,2650000
8564,Mira Road East,1.0,Mumbai,4600000
8565,Ambernath West,1.0,Mumbai,2374000
8566,Ulwe,1.0,Mumbai,5000000
8567,Sector 21 Ulwe,2.0,Mumbai,7200000
8568,Bandra East,3.0,Mumbai,72000000
8569,Dronagiri,2.0,Mumbai,6100000
8570,Nerul,2.0,Mumbai,18500000
8571,Sanpada,3.0,Mumbai,22500000
8572,Sanpada,2.0,Mumbai,17000000
8573,Sector-8 Ulwe,2.0,Mumbai,11100000
8574,Dronagiri,1.0,Mumbai,3500000
8575,Dronagiri,2.0,Mumbai,5200000
8576,Ulwe,1.0,Mumbai,5800000
8577,Ulwe,2.0,Mumbai,6200000
8578,Sector-3 Ulwe,4.0,Mumbai,27500000
8579,Sector-3 Ulwe,3.0,Mumbai,15500000
8580,Sector-3 Ulwe,2.0,Mumbai,13799999
8581,Dronagiri,1.0,Mumbai,3400000
8582,Dronagiri,1.0,Mumbai,3500000
8583,Sector 17 Ulwe,1.0,Mumbai,5200000
8584,Dronagiri,1.0,Mumbai,2400000
8585,Sector 23 Ulwe,1.0,Mumbai,4900000
8586,Sector-8 Ulwe,2.0,Mumbai,11100000
8587,Dronagiri,1.0,Mumbai,3500000
8588,Dronagiri,2.0,Mumbai,5200000
8589,Ulwe,1.0,Mumbai,5800000
8590,Ulwe,2.0,Mumbai,6200000
8591,Sector-3 Ulwe,4.0,Mumbai,27500000
8592,Sector-3 Ulwe,3.0,Mumbai,15500000
8593,Sector-3 Ulwe,2.0,Mumbai,13799999
8594,Dronagiri,1.0,Mumbai,3400000
8595,Dronagiri,1.0,Mumbai,3500000
8596,Sector 17 Ulwe,1.0,Mumbai,5200000
8597,Dronagiri,1.0,Mumbai,2400000
8598,Sector 23 Ulwe,1.0,Mumbai,4900000
8599,Ulwe,1.0,Mumbai,4500000
8600,Ulwe,3.0,Mumbai,14500000
8601,Sector 17 Ulwe,2.0,Mumbai,8200000
8602,Nerul,3.0,Mumbai,29500000
8603,Sector 17 Ulwe,1.0,Mumbai,4900000
8604,Dronagiri,2.0,Mumbai,5000000
8605,Dronagiri,2.0,Mumbai,5300000
8606,Sector 17 Ulwe,2.0,Mumbai,7000000
8607,Sector 23 Ulwe,1.0,Mumbai,3588000
8608,Sector 17 Ulwe,1.0,Mumbai,3800000
8609,Sector 17 Ulwe,1.0,Mumbai,3500000
8610,ULWE SECTOR 19,1.0,Mumbai,3700000
8611,Ulwe,2.0,Mumbai,8500000
8612,Ulwe,1.0,Mumbai,4900000
